"V1","nodeID"
517351,180514
530762,78455
522222,387081
527194,59636
509189,56848
517422,224856
529759,149835
506132,98111
513391,92297
513391,7683
783335,284137
525361,132242
533814,493038
533814,283428
782540,316171
528825,314065
521178,37563
506889,249676
507598,395655
507186,465236
505306,384949
505306,157852
507598,34137
781383,269235
783420,352962
535262,119699
514971,179277
525726,43168
510705,68943
508450,91934
505767,187320
505767,256617
531420,403670
517369,403670
506112,403670
508450,16009
508450,466230
512896,90208
780738,435823
533412,448514
506096,18443
508209,501748
783386,253697
515763,3139
513008,284000
505002,90212
534123,90212
528666,352
528666,236022
510992,94806
510992,295537
512969,94806
512969,295537
508393,46724
780713,289543
519364,62993
515682,104076
536077,202544
536077,35124
781981,202544
781981,35124
781980,202544
781980,35124
536076,202544
536076,35124
506088,310894
505360,263625
510218,71347
510218,481413
530859,425339
511662,101143
511040,152245
512966,10450
535514,40737
516426,265138
536044,232838
512338,168498
510347,330758
779789,331240
779789,10691
505263,148023
521139,484851
505379,226441
510653,409209
532719,160926
514929,34383
534192,332182
780775,10795
536706,9187
523188,317863
513142,287502
506084,287502
529193,287502
528172,264555
506084,264555
536409,319234
518350,319234
518288,32639
507324,226357
507324,121969
522813,491881
506417,491881
507359,408855
506940,217502
507497,184736
515782,376948
505092,350252
532076,231352
506315,410749
506315,82927
512994,159264
505794,268905
785112,77315
505070,239800
530266,404753
530266,247701
784001,237217
507515,287877
783221,107226
783221,281855
779813,127302
509134,285283
521170,245556
505082,31645
508791,105494
506448,372572
508248,278000
507589,298091
511677,174455
507567,198681
511296,188654
509878,295974
535220,101010
531700,84304
525726,76461
525726,259961
779201,326897
533124,300767
520445,267308
779201,320503
783420,383613
526104,40544
526431,40544
505333,40544
524606,40544
522310,40544
512652,40544
513990,40544
506084,40544
522955,40544
516284,40544
512924,40544
523466,40544
523528,40544
519560,40544
525296,40544
505060,40544
520727,40544
522831,40544
527144,40544
528296,40544
522839,40544
521526,40544
522351,40544
513948,40544
514619,40544
521548,40544
522891,40544
521186,40544
510628,40544
522006,40544
522957,40544
516902,40544
527154,40544
524031,40544
507393,40544
522466,40544
526085,40544
506426,40544
507336,40544
523909,40544
520898,40544
509319,40544
525080,40544
521617,40544
508805,40544
523598,40544
512880,40544
507241,40544
506096,40544
517424,40544
522811,40544
523538,40544
522330,40544
523602,40544
507232,40544
505249,40544
527151,40544
517369,40544
510324,40544
523568,40544
525142,40544
507202,40544
510613,40544
522958,40544
522887,40544
522962,40544
524063,40544
512309,40544
514632,40544
515991,93343
536044,368839
510693,368839
515241,54350
513389,54350
505077,54350
517870,54350
510705,54350
520341,54350
513074,54350
505837,365928
527317,387079
532422,368690
532422,188447
533402,488557
522223,338984
528817,199864
515320,89246
521631,181199
521631,427886
505780,29419
530755,199286
508221,199286
505653,196518
506856,196518
783531,352959
533835,182501
782916,3895
513086,123698
514249,307751
507553,200506
533693,150683
781431,10277
512966,10277
506479,51922
505812,387176
779323,57784
515781,414626
515781,33565
526869,343258
526869,10829
530668,148512
518329,393220
518329,85990
508765,306832
529085,166221
511068,77849
518019,408920
515386,108781
525678,261739
525678,138299
529704,202519
779009,230752
529776,338644
781826,501648
783511,187795
513006,20424
516380,114667
527300,264280
509225,199494
779695,102647
512831,425864
516913,289631
518639,189917
518639,294264
509454,169155
528554,169155
528877,169155
523098,169155
525056,169155
512239,169155
530640,49211
514765,325203
505037,325203
510993,107825
510993,182341
507233,235232
515263,85494
515263,443627
785685,349044
785685,279292
516415,283276
516415,20785
510264,301849
524448,256973
513801,432158
511458,40073
511458,110126
533883,33241
527355,33241
505736,39482
784185,100456
519628,204554
506276,111399
533098,29340
533098,133066
535527,317209
518945,110308
516767,233376
518356,406973
518356,42197
785609,102277
512367,231852
785092,291747
505368,108208
515763,23122
782657,297051
535551,329138
510283,267969
514975,208382
532838,497225
522255,384539
506365,206472
511480,359091
783697,167897
525790,379049
508094,335024
521250,215897
515772,215897
532680,215897
522860,89913
521570,85972
507281,48787
507281,255469
516008,496303
528897,496303
536344,20333
505055,177480
507248,251980
505239,62445
530090,90416
509853,81317
506311,266776
517288,264242
530814,421885
511970,327000
783154,51363
783154,231509
506897,305738
510740,416347
526374,184193
521524,210240
505236,48926
505236,385620
520891,146338
526187,137726
506445,137726
511024,286912
527174,295774
510292,295774
781916,295774
536846,348443
531101,466017
506148,16401
514577,319239
509966,113732
506117,99548
506117,113284
505068,266814
509333,283520
782541,250743
509223,102374
505368,66583
527310,449164
527310,64220
505037,78478
510300,57255
533086,8737
783686,334439
505405,412432
505405,94902
532352,412432
532352,94902
513432,434341
525733,97312
779789,104572
516364,181853
509812,92137
509812,434931
525032,97778
512036,119628
506286,43450
506286,27508
527937,43450
527937,27508
515375,43450
515375,27508
783154,43450
783154,27508
524785,43450
524785,27508
505084,28305
515735,7972
515735,234740
506415,447765
506415,42036
779821,5928
779821,151554
525702,495390
507515,57248
507515,328900
530154,159229
510398,283582
506088,283582
509966,70253
505829,177856
785063,83617
780461,496543
516051,384664
512707,361905
508213,386807
510558,285047
783714,225767
529190,350930
505643,49821
535495,234036
506833,357184
515986,111632
510563,3444
510563,5769
783600,223588
505306,265920
507592,97284
507592,12248
784161,392105
532785,22924
512965,22924
536768,22924
505339,13175
516336,251117
516336,219412
780775,167961
531665,477559
508880,197010
508165,267560
781953,431674
530143,113048
531410,143226
531410,205904
780919,357987
536560,42003
505074,78697
527917,69902
527917,461649
514782,96266
524693,96266
781507,252078
522021,503017
513460,135738
529789,126743
509495,294219
512292,300545
513063,300545
512271,300545
516346,300545
780158,138073
515661,366106
512047,476261
506380,233622
526204,406659
505753,191107
505026,191107
510677,164918
520309,364861
521267,68457
521267,194149
508693,68457
508693,194149
510993,68457
510993,194149
532352,68457
532352,194149
526729,68457
526729,194149
508074,68457
508074,194149
529184,68457
529184,194149
512891,68457
512891,194149
508045,68457
508045,194149
784510,414164
513788,421656
506479,46464
522248,500141
510890,500141
505657,215875
505657,49483
505050,215875
505050,49483
515232,215875
515232,49483
505706,215875
505706,49483
527750,352300
514933,289724
505243,185763
505090,115633
506850,248180
505780,159341
505780,369712
509311,242294
534120,476152
534120,381318
535533,286585
527142,256520
506325,197443
505233,305545
514625,305545
532381,439512
532381,153160
536070,404733
781952,467418
781952,15174
782920,501380
521117,484034
506417,159865
783337,118350
781861,300049
783678,67406
528333,159316
531619,20215
506380,346238
508095,354827
522177,352132
536075,74884
784533,28146
505763,130928
782476,137881
506909,307579
531517,248144
531517,10787
516326,56100
516326,298556
536464,400024
506344,472885
506344,389701
535716,472885
535716,389701
782913,382610
508110,192755
535452,100054
535128,411557
533376,215767
533376,164231
785170,134203
785170,183493
506848,79881
506848,11298
779657,372434
779399,22304
779399,27464
782655,171333
511458,369450
529792,369450
527213,472926
784486,145450
531550,358316
521220,40962
517992,213929
535463,32481
507393,126152
526119,489246
526119,36511
524291,57171
528535,29123
508449,99905
508449,291118
528873,446943
528873,65837
513397,272261
511341,79738
511341,453405
522920,79738
522920,453405
505002,79738
505002,453405
506290,436926
517992,169243
506401,5930
506401,162423
517958,18862
783496,63038
783496,364651
510300,98365
781441,260169
512340,404451
513796,74441
521517,24607
505002,17043
780090,21870
780090,436797
512891,21870
512891,436797
529778,21870
529778,436797
510652,21870
510652,436797
531075,211999
533741,69193
528289,132216
536008,35895
506433,42956
505074,293137
510900,206882
510997,407040
505028,355072
510304,173246
783528,408957
513142,179666
532095,182310
534670,459656
512840,222167
506325,222167
509246,222167
783074,279159
536070,287595
515726,138760
535338,77325
520353,114980
505248,279011
518324,255441
506365,428156
527134,397551
532831,375486
511617,96428
511617,279727
511952,235617
515714,108336
514617,73203
524766,154706
520285,62067
505061,18066
523661,225034
505318,174100
514690,376805
780720,22766
780720,72734
505677,77161
505677,316403
520371,463109
520371,206351
523948,428131
523948,300613
505249,200681
782927,57750
531625,390814
531625,50743
505387,250766
505215,250766
517985,327600
512706,187257
785647,142409
785647,457080
507475,426354
514916,403857
528305,36044
528305,39485
525723,42938
511039,42938
535942,78454
515695,396418
527389,463062
510646,129262
512865,28108
509226,253119
511068,70985
526661,70985
505061,112877
536022,112877
519575,467870
533340,262792
521544,142922
508828,142922
532725,149265
518505,114724
513142,427458
526729,372860
525057,331095
510398,209245
508170,208426
508170,224894
526855,282955
527237,210248
527221,371900
520312,291621
517281,210626
511685,108325
521199,304464
514645,125175
529480,315090
514577,193281
514577,15892
506311,193281
506311,15892
516859,322998
525333,319369
525333,96626
530090,319369
530090,96626
514296,319369
514296,96626
780090,319369
780090,96626
508224,319369
508224,96626
505755,319369
505755,96626
516457,319369
516457,96626
509884,319369
509884,96626
532051,319369
532051,96626
518633,319369
518633,96626
507584,319369
507584,96626
525011,319369
525011,96626
531116,319369
531116,96626
505793,33072
507573,8120
508254,87958
511399,324019
530165,420922
782916,8058
783513,3931
783513,38223
505328,251331
507374,25722
527146,37002
506072,300567
525738,111367
525738,169505
525738,437896
525738,131165
516880,191849
507445,290383
505071,290383
530871,413114
507809,161729
534207,329288
534207,139353
508224,349419
525738,426653
525738,187860
783686,120671
518593,254719
512382,261217
512382,37564
514663,31628
506410,31628
519618,244937
519618,30217
528245,296455
528245,311482
506489,350510
505794,350510
535066,207365
525281,259517
506095,441727
522257,141898
521999,91044
521999,30028
507598,88569
507598,80941
534117,25636
534117,361060
509875,366938
510990,410036
533124,133964
526080,110241
783440,465515
526094,621
508365,438187
527887,135900
783013,316806
533086,124101
533086,157325
782457,377545
785756,377545
524039,377545
511313,182377
517904,172207
505006,172207
536347,149957
535747,149957
517120,400551
517120,7815
536021,86254
530897,48942
530897,169425
532374,48942
532374,169425
535366,48942
535366,169425
515336,479022
511352,454157
511352,42576
529754,84051
529754,5832
524600,25482
516063,28532
534173,259894
534173,190818
508159,492853
506301,312303
781942,152379
783061,114992
783061,135473
510366,114992
510366,135473
525304,229760
784171,426483
508236,433261
505071,415524
505071,118604
505082,68136
505082,43411
779652,68136
779652,43411
518036,352541
506755,433843
505841,134639
505841,415369
525750,31412
535407,256536
535580,478918
521222,30802
532046,22771
779675,92594
535139,97151
516815,100522
516815,182322
514317,456746
513391,456746
530190,134273
532397,161107
532397,212613
528306,54307
528306,352890
781908,50922
518441,179838
782464,166904
521267,1072
521267,99
519663,805
508084,472984
528521,447363
506365,229241
527171,479177
527171,385808
507553,495555
535716,178668
535403,303729
783026,318156
783026,214115
521658,284590
531431,308955
505777,386622
516430,321381
515965,132375
513754,481707
524467,415614
509221,31463
515366,486854
535333,165946
781851,373612
532682,427078
512609,172600
527491,172600
505755,32365
785050,32365
530090,32365
505706,217754
513085,217754
515231,217754
535287,217754
528264,278262
516370,374326
783499,343047
780804,326790
780805,326790
780806,326790
513738,198631
513738,208761
518279,198631
518279,208761
507272,304010
517443,243967
510956,170402
537966,256056
523464,208439
523464,496514
507313,325060
781817,398878
521245,110951
506429,20910
506429,178362
509884,20910
509884,178362
523164,442798
523164,162473
522343,298060
505248,208871
785559,3610
785559,409661
533103,3610
533103,409661
779813,89099
779813,497604
518984,273384
533124,341157
535358,256341
507753,162945
523563,387173
505026,416682
785629,153335
515346,467577
507352,13764
514317,89471
512020,78801
512020,1276
505052,78801
505052,1276
525171,78801
525171,1276
785131,89788
785131,158184
510652,120878
524239,120878
510563,195588
520841,105019
531466,259575
511548,40965
784485,183689
505235,342091
524696,141397
531071,28879
506848,75385
509829,90122
509829,167367
783662,209242
506848,220269
516891,51482
779826,72610
534173,100903
511074,178961
530272,74096
535933,74096
505339,471506
505339,74841
510278,471506
510278,74841
526080,6410
526080,339759
535206,156231
780854,68743
512323,495058
512323,496381
508745,411890
527387,42535
513802,99661
527889,405611
518912,65490
521149,12010
531550,319495
531550,397170
505732,162720
505732,115147
505219,429510
505219,429491
505763,429510
505763,429491
509246,429510
509246,429491
517556,429510
517556,429491
507359,429510
507359,429491
509942,429510
509942,429491
505706,429510
505706,429491
527452,429510
527452,429491
535636,429510
535636,429491
532254,429510
532254,429491
506333,429510
506333,429491
512869,429510
512869,429491
510647,429510
510647,429491
505316,429510
505316,429491
506296,429510
506296,429491
524448,429510
524448,429491
509816,429510
509816,429491
531781,429510
531781,429491
514012,429510
514012,429491
506067,429510
506067,429491
524785,429510
524785,429491
507511,429510
507511,429491
517424,198774
507450,75939
514317,221125
533471,109018
525039,209697
782942,204084
529020,129735
527101,129735
521198,117051
507317,326312
512622,259805
520289,823
524696,115
524696,286583
517982,303267
535085,200721
506782,202318
508828,202318
521544,202318
511607,202318
506820,202318
783141,143181
512853,57423
507369,45136
507369,441537
505222,17815
535598,206435
505285,104825
781803,338490
532397,63145
532670,426870
508110,67307
516785,453610
527135,386580
785190,479110
785190,44651
522316,114735
505636,108453
533863,88883
533863,230486
505411,142036
533881,156340
533881,68035
784177,120269
784177,495053
505660,443711
523575,20438
523575,451537
506117,319065
513368,350294
509891,317387
509840,278709
512616,45071
508459,10973
507359,10973
505411,54744
506075,65264
511579,176196
522917,129356
535444,345415
505368,23936
505368,166097
511344,124127
525669,232851
782982,58150
782982,439281
511514,161878
531702,257616
528214,310018
509227,222094
521986,494387
513750,8638
505346,463384
514788,29287
780880,28668
780880,183018
510997,393980
527378,117693
512020,23425
512020,128555
513301,188552
509952,146981
780074,400139
519381,86277
779629,462337
779629,252558
520840,112963
520840,212712
511702,105418
522318,51246
522318,115059
779802,51246
779802,115059
506760,224583
523661,57371
779271,78056
522036,78056
507448,230160
506833,40816
506833,36329
506831,40816
506831,36329
519614,326432
509842,4795
505654,4795
528550,409602
536676,92068
507472,94348
515979,112161
784536,464769
518619,124050
529075,48281
506399,448790
506073,90781
506479,354221
507392,139874
509145,19701
530935,42726
506420,51820
527128,118511
528554,63831
507198,70918
507198,68541
508683,334606
514296,304349
514296,126806
510993,304349
510993,126806
781803,276647
505241,191110
508395,28958
508395,253045
534154,97925
505077,382216
520821,96206
520821,388386
533814,314291
533814,21423
781803,429305
783151,1253
783151,43097
512004,1253
512004,43097
784504,1253
784504,43097
534639,1253
534639,43097
783418,1253
783418,43097
783415,1253
783415,43097
784505,1253
784505,43097
784502,1253
784502,43097
783148,1253
783148,43097
783149,1253
783149,43097
783152,1253
783152,43097
783416,1253
783416,43097
783419,1253
783419,43097
784503,1253
784503,43097
784506,1253
784506,43097
515726,1253
515726,43097
531050,1253
531050,43097
783417,1253
783417,43097
783150,1253
783150,43097
534638,1253
534638,43097
508828,237469
508828,233544
510303,206442
511326,274522
505832,380642
785707,45328
782546,96215
506144,284398
513080,95723
528195,356007
521958,50519
521958,4453
533438,136605
533438,311693
519622,382404
785542,500686
785542,87171
519622,147082
533345,119593
524679,3303
524679,6892
524677,3303
524677,6892
522799,225947
520415,136378
526749,380652
512865,158963
527761,367108
505299,142748
531105,320238
783420,504326
522223,266110
525735,395334
781359,458136
532354,165526
522559,416295
505250,197670
535548,277287
517557,352753
520286,90516
521507,146025
506280,412929
506280,174697
517954,331881
517954,457790
507472,359871
507472,9219
506060,174336
781932,9477
781932,141276
510642,9477
510642,141276
780837,137619
510900,483401
510900,10403
530733,35976
785707,94716
519570,83167
515654,302255
515654,197199
505318,93925
521990,492954
524249,121204
781919,229992
512272,102481
510278,30603
510278,268114
783496,63356
520275,396808
532051,9694
784035,3784
781493,136913
781493,86482
523500,162372
523500,217306
522780,162372
522780,217306
782891,345097
526346,428036
532725,281448
518020,112022
505781,387125
505093,85881
505025,99549
507429,369067
505835,24680
505835,4138
525678,79722
526672,56068
527134,8646
509215,300605
509215,132838
516284,10073
516284,69590
513317,10073
513317,69590
781930,10073
781930,69590
525119,10073
525119,69590
532042,1184
532042,57987
536350,1184
536350,57987
522018,17789
505678,17789
513937,348495
536344,30840
536344,6839
505060,288060
513264,290675
533859,83276
517992,28798
525003,66671
505235,220540
525384,86563
525384,24090
535161,376036
510651,311446
529107,28378
531486,378317
520455,224086
526809,164787
517371,484205
506450,56174
527811,425545
527811,412378
522205,425545
522205,412378
516823,425545
516823,412378
508057,425545
508057,412378
509164,375015
785619,126365
517880,51678
527243,204939
781807,154479
505227,124694
505227,36884
513334,344069
524052,217107
527898,87827
554754,231402
783429,231402
524769,374932
524769,20622
535416,230257
535416,41040
527374,101614
785294,100891
785294,238452
511326,319619
513419,327963
785224,282656
509819,336764
524751,1565
524751,744
515726,1565
515726,744
510410,1565
510410,744
510955,1565
510955,744
505817,285959
505817,448116
513050,285959
513050,448116
528561,154506
525011,202696
525011,384874
522488,202696
522488,384874
506139,202696
506139,384874
507553,312380
510347,368996
783745,173814
505323,321846
514604,464028
536341,109579
514690,222166
514929,196317
525003,281223
512303,462326
506399,478637
536379,366788
518362,336239
511439,400635
528221,56151
508197,360865
532397,225853
525171,384369
781851,172909
505009,172909
781962,172909
514645,370299
528491,19358
528595,19358
528314,19358
526782,19358
526784,19358
527850,19358
526783,19358
528490,19358
521630,19358
526774,19358
513948,283105
535499,170419
535499,94648
523522,2528
523522,94956
506479,226234
525053,60783
784536,45418
779754,266607
532030,200909
532819,232952
511525,495038
782526,52943
507750,83713
510278,8272
510278,7809
533861,490574
508859,217129
517955,311445
512039,311445
525344,105268
506722,214581
529779,126997
529676,317362
779260,309471
518559,124389
533826,377928
780863,345443
534177,345443
509802,184388
510278,215314
532664,137949
780315,351596
783453,32355
528349,3276
517520,112040
505829,272981
526216,272981
509954,324963
782906,42131
782906,114846
505034,228082
781948,236395
785134,254004
785134,314603
782503,146175
