(7,3)
	570	1135	1338	10248	10403	29388	276073	1294449	1322032	1324337	
	25	1111	2226	3572	16225	33995	74135	1287120	1328253	1374615	
	25	42	43	45	46	48	145	229	432	1176	1177	2463	12770	16908	1239573	1239721	1239748	
	100	446	608	1088	1111	1135	2000	2045	2419	2428	2559	3182	3292	3795	3821	4937	5042	5774	6106	6702	6717	7207	7524	7561	9679	9793	10945	11025	11056	11201	11752	11758	11842	11925	12278	13143	13159	13181	13310	13841	15293	16490	16491	16721	17237	17565	17636	17953	20579	20605	20666	22813	27508	27525	29306	29544	32100	34588	50054	51761	61528	68688	95655	96537	1266423	1294308	1417961	
	25	1623	49281	49282	49283	49287	49289	49293	1226321	1344513	1381513	
	3	25	3292	3722	5671	19557	72995	325862	1242493	1242499	1245201	
	25	219	3182	6110	6721	6778	89335	1233743	1233752	1233779	
	25	757	895	2419	2559	3457	4626	4937	7524	9679	11842	13991	18128	20266	24720	25043	25330	29544	39012	63805	84200	95655	1295800	1417961	1419429	
	25	498	4061	14230	18498	26233	32813	181080	1356406	1362972	1365663	
	3693	3742	4344	7492	33938	61995	127456	1226382	1237716	1238659	
	1780	18057	19967	27621	36944	37010	61598	1223358	1315710	1354415	
	25	145	147	837	14222	36125	77550	1280533	1280534	1280538	
	3	25	100	1465	3182	3444	4544	4807	5836	10579	14756	268217	1316382	1319857	1324868	
	892	1348	5624	6839	7550	15886	55629	1420178	1420195	1423628	
	1084	1135	1357	3292	4439	5042	9739	11850	13310	16721	18807	18863	25043	46245	1324337	1417961	1419429	
	25	43	145	2740	22739	33729	35380	44467	231607	1294897	1300353	1300372	
	25	2609	6160	7958	9232	11149	33657	126532	137336	1305727	1307867	1307931	
	712	713	1088	1357	1423	3036	3722	3821	4518	6106	6410	6520	6702	6897	6954	7047	7305	7312	7561	8127	8291	8426	9729	9785	9888	11293	12753	14033	15781	16498	16502	20120	21636	21817	23167	25744	26698	27694	29430	34716	43923	45247	89569	184334	1396525	1409061	1433600	
	25	111	338	1623	3182	16517	33086	241787	1401403	1404295	1406776	
	25	43	1186	5030	15067	16399	28429	248374	1347526	1355372	1355483	
	25	892	1088	1215	2428	3182	3292	3722	14215	17885	20355	35458	171131	1316570	1317129	1353921	
	1780	10396	18057	27621	37010	70883	70905	1241161	1310535	1400027	
	25	145	430	892	1348	3182	4810	6108	6802	6958	7958	8106	11359	13945	158901	1215206	1215212	1216645	
	608	1780	10396	15739	18057	35056	35062	37010	70883	1250774	1264301	1275707	
	227	394	5623	11034	18057	19967	30004	37010	47615	52375	54186	289679	1262995	1269739	1279496	
	1362	3722	4626	4937	10232	15293	26877	39007	109480	1280213	1318268	1396525	
	25	2965	6310	6411	33050	212146	222603	1343534	1343544	1343549	
	196	6106	6109	18250	39012	43923	62564	184299	1315518	1419429	1433600	
	43	100	145	1348	3182	12091	12278	170032	1391789	1392718	1393966	
	25	423	892	2609	6310	27383	35577	39417	43853	256710	1365402	1365404	1365405	
	25	43	145	4461	5609	8567	10660	1278606	1323898	1381341	
	461	757	1088	1197	1206	1317	1362	1752	1998	2428	2559	2804	2869	3036	3182	3292	3821	3842	3843	4232	4383	4626	4937	5342	5630	5774	5779	6106	6702	6717	7400	7465	7524	7561	8038	8410	8701	8881	9779	9940	10809	10945	11025	11201	11632	11842	11925	13143	13181	13413	13448	14126	14696	15293	16485	16631	17953	18250	18255	20263	20266	20585	20627	20638	20881	25330	27508	27840	29544	34588	37501	39686	43166	44620	47883	48340	51633	83552	1294308	1394889	1396525	
	25	712	713	1362	1717	4978	7315	9888	14821	16498	16502	23162	63139	1238665	1392008	1396525	
	447	789	1186	7958	9231	16479	146997	1251944	1251966	1252009	
	25	2419	5535	5669	14890	16514	33695	39012	145314	177513	1280213	1280306	1295800	
	712	713	1088	1357	1423	3722	3821	6106	6702	6897	7312	7561	8096	8127	8291	8701	9729	9888	11293	13446	15781	16502	20446	21817	23167	26269	27325	27694	29430	30979	34716	34717	44088	45247	48095	103003	113726	1245201	1396525	1409061	
